yprr,weighted_opportunity,aging_curve_position,feature_season,route_participation,total_points_t,dakota,air_yards_share,ppg_t_minus_1,ppg_t,is_dual_threat,age,pass_attempts,cpoe,dropback_count,depth_chart_position,games_t,snap_share_t_minus_1,target_share_nfl,snap_share,ppg_t_minus_2,epa_per_dropback,player_id,team,tprr,aging_curve_value,position,avg_ppg_t1_t2
,0.5608821950012897,,2019,,202.4,,0.3485439807865506,16.518333333333334,10.120000000000001,False,32.0,1,53.93747687339783,,WR,20,0.8383333333333334,0.2112676056338028,0.791,,3.320115084410645,00-0027685,SF,,0.52,WR,10.11875
,0.40390110029285287,,2020,,177.9,,0.22485371969908052,10.120000000000001,11.11875,False,33.0,0,,,WR,16,0.791,0.16433566433566432,0.613125,16.518333333333334,,00-0027685,NO,,0.4,WR,9.11875
,0.0,,2018,,27.18,,0.0,,9.06,False,32.0,54,9.176974986728869,,QB,3,,0.0,0.5366666666666667,,-1.9872420888186,00-0027688,WAS,,1.0,QB,4.415
,0.0,,2019,,4.28,,0.0,9.06,4.28,False,33.0,27,-5.398119489351909,,QB,1,0.5366666666666667,0.0,1.0,,-22.01641057850793,00-0027688,WAS,,1.0,QB,5.225
,0.0,,2020,,18.2,,0.0,4.28,4.55,False,34.0,66,-0.3174025016242341,,QB,4,1.0,0.0,0.6175,9.06,-2.1527631853319633,00-0027688,NYG,,0.92,QB,7.05
,0.0,,2021,,41.300000000000004,,0.0,4.55,5.9,False,35.0,99,-0.36896221836407994,,QB,7,0.6175,0.0,0.3277777777777777,4.28,3.5783729400888036,00-0027688,ARI,,0.84,QB,8.2
,0.07697797002532306,,2018,,37.9,,0.03358946212952799,,2.36875,False,30.0,0,,,WR,16,,0.03564356435643564,0.196875,,,00-0027691,NYJ,,0.76,WR,0.4007936507936508
,0.035441690699385894,,2019,,5.700000000000001,,0.02216798861094163,2.36875,0.4071428571428572,False,31.0,0,,,WR,14,0.196875,0.013282732447817837,0.12214285714285714,,,00-0027691,BUF,,0.64,WR,0.5847222222222223
,0.016603608413138887,,2020,,7.1,,0.008009344234940765,0.4071428571428572,0.39444444444444443,False,32.0,0,,,WR,18,0.12214285714285714,0.007331378299120235,0.05111111111111111,2.36875,,00-0027691,BUF,,0.52,WR,0.3875
,0.008666304040515788,,2021,,12.4,,0.005837359098228663,0.39444444444444443,0.775,False,33.0,0,,,WR,16,0.05111111111111111,0.0030534351145038168,0.031875,0.4071428571428572,,00-0027691,LAC,,0.4,WR,0.0
,0.3253640849384262,,2018,,130.6,,0.15419624977243765,,8.1625,False,32.0,0,,,TE,16,,0.1449511400651466,0.731875,,,00-0027696,GB,,0.8,TE,7.824019607843137
,0.25402944362618196,,2019,,118.5,,0.11688066465256798,8.1625,6.583333333333333,False,33.0,0,,,TE,18,0.731875,0.11480865224625623,0.5538888888888889,,,00-0027696,GB,,0.7,TE,6.836898395721925
,0.26359720185951885,,2020,,154.1,,0.10784901138406232,6.583333333333333,9.064705882352941,False,34.0,0,,,TE,17,0.5538888888888889,0.12540192926045016,0.5758823529411765,8.1625,,00-0027696,CHI,,0.6,TE,4.609090909090909
,0.09553079654676055,,2021,,50.7,,0.04241585984324574,9.064705882352941,4.609090909090909,False,35.0,0,,,TE,11,0.5758823529411765,0.04389312977099236,0.2653333333333333,6.583333333333333,,00-0027696,CHI,,0.5,TE,5.6499999999999995
